filepath,ground_truth,system_verdict,final_score,score_Audio Forensics (ECAPA),score_Cross-Modal (Lip-Sync),score_Facial Biometric (Quality)
fr_113_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9969797849655151,1.0,0.9987165927886963,0.9899725914001465
es_105_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9978066205978393,0.99951171875,0.9993149042129517,0.9930062294006348
ru_128_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9969227224588394,1.0,0.998370349407196,0.990298330783844
es_10_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.99468013048172,1.0,0.9987045526504517,0.9807932376861572
zh_32_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9923419892787934,1.0,0.9940387010574341,0.9789060354232788
es_12_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9973365873098373,1.0,0.9992554783821106,0.9905375838279724
en_72_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9978724360466004,1.0,0.9998704195022583,0.9916970729827881
zh_56_label_real.npz,Real,Real,0.000561118996120058,0.0,0.00012091200187569484,0.0020510167814791203
zh_118_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9623399138450622,1.0,0.9133815765380859,0.9879491329193115
zh_7_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9945635944604874,1.0,0.9908086657524109,0.992960512638092
es_34_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9917985796928406,0.98876953125,0.9995999932289124,0.9835569858551025
fr_75_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9838554263114929,1.0,0.9645766615867615,0.9920990467071533
fr_96_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9975434988737106,0.9990234375,0.9997968077659607,0.9918662905693054
ja_42_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9888309836387634,1.0,0.9827173352241516,0.9829761981964111
zh_121_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9989934861660004,1.0,0.9998998641967773,0.9961341619491577
ru_131_to_es_Xtts_label_fake.npz,Fake,Real,0.29230818450450896,0.0028781890869140625,0.12526944279670715,0.9647721648216248
ar_13_label_real.npz,Real,Real,0.015185562259284779,0.0,0.0002070803166134283,0.06041092053055763
fr_27_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.7502906382083894,0.29248046875,0.9991617202758789,0.9930311441421509
zh_102_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9966575711965561,1.0,0.9993183612823486,0.9877209067344666
fr_5_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9986251324415207,1.0,0.9992565512657166,0.9956900477409363
es_35_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9941915929317474,1.0,0.9929674863815308,0.9880183935165405
en_91_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9632129997015,1.0,0.9146671295166016,0.9893845915794373
fr_28_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9987565547227859,1.0,0.9998723268508911,0.995230495929718
ar_36_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9845621764659882,1.0,0.9757899045944214,0.9769848585128784
ru_58_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.7630745450034737,1.0,0.999247670173645,0.053501907736063004
es_92_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9897263467311859,1.0,0.9863688945770264,0.9807151556015015
en_6_label_real.npz,Real,Real,0.00042895406659226865,4.172325134277344e-07,9.366012091049924e-05,0.001565375947393477
en_16_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9908524543046952,0.99560546875,0.9998070597648621,0.9698708653450012
zh_69_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9941858500242233,1.0,0.9999433755874634,0.9768339991569519
ja_54_to_en_Vall_label_fake.npz,Fake,Deepfake,0.9959803014993667,0.99951171875,0.9999394416809082,0.9847016930580139
fr_27_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9984480828046799,1.0,0.9999103546142578,0.993935763835907
zh_89_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9986051231622696,1.0,0.9993237257003784,0.9955025315284729
zh_15_label_real.npz,Real,Real,0.0008999906363897026,0.0,0.0002536035608500242,0.0031941968481987715
en_121_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9982440084218979,0.99951171875,0.9995381832122803,0.9943985342979431
zh_30_to_en_Vall_label_fake.npz,Fake,Deepfake,0.8412377595901489,0.560546875,0.9972012042999268,0.9846634864807129
zh_85_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9984385967254639,1.0,0.9993327260017395,0.9948220252990723
zh_45_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9938325971364974,0.99951171875,0.9897109866142273,0.9924764037132263
ru_19_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9975151926279068,1.0,0.9987199306488037,0.9921088814735413
ru_64_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9956612795591354,0.99951171875,0.999207079410553,0.984597384929657
fr_40_label_real.npz,Real,Real,0.0008760372002143413,5.960464477539063e-08,0.0001362242765026167,0.003286106511950493
ja_10_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9975504219532013,1.0,0.9977890253067017,0.9937392473220825
ar_71_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9969509810209274,1.0,0.9984877109527588,0.9902235865592957
ja_41_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9951835453510285,1.0,0.9995274543762207,0.9814902544021606
en_115_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.9873144805431366,0.99755859375,0.9984048008918762,0.9552282094955444
zh_34_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9810320228338242,1.0,0.9988470077514648,0.9259728789329529
es_51_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9979462623596191,1.0,0.9996104836463928,0.992408275604248
en_37_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.7083289921283722,0.1695556640625,0.9995157718658447,0.9967128038406372
ar_41_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9654719263315201,0.904296875,0.9994561076164246,0.996742308139801
ar_55_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9940264403820038,0.99853515625,0.9976510405540466,0.9819148778915405
ru_37_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9978239685297012,1.0,0.999593198299408,0.9919467568397522
en_59_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.9618479430675506,0.896484375,0.9998852014541626,0.9924973249435425
fr_8_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9095350921154022,1.0,0.7772871255874634,0.9944809675216675
en_11_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9981845617294312,1.0,0.9998676776885986,0.9929499626159668
en_4_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.9484076648950577,0.85986328125,0.9957204461097717,0.996669352054596
fr_120_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9974516183137894,1.0,0.9991080164909363,0.9912336468696594
fr_35_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9938820719718933,0.99267578125,0.9978493452072144,0.9892232418060303
zh_26_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.7071640253067017,0.1697998046875,0.9989998936653137,0.9925365447998047
en_67_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9939455479383469,1.0,0.9958587288856506,0.9824082255363464
en_73_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9963114738464356,1.0,0.9948359727859497,0.9935083389282227
zh_56_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9210572898387909,0.9853515625,0.9576418995857239,0.7725099325180054
en_64_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9988946497440339,1.0,0.9986521601676941,0.9977351427078247
fr_53_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9862604230642319,1.0,0.9714118838310242,0.9907826781272888
ru_105_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9934499472379684,1.0,0.9998601675033569,0.9740235209465027
zh_18_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9958235204219819,1.0,0.9990473389625549,0.9848183393478394
es_25_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.997448268532753,1.0,0.9996705055236816,0.9903202652931213
en_120_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.998771357536316,1.0,0.9995036125183105,0.9958796501159668
es_55_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9981088697910309,1.0,0.9996461868286133,0.9930015802383423
es_83_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.998829236626625,1.0,0.9986904263496399,0.9974122643470764
fr_112_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9946512162685395,1.0,0.9984098672866821,0.9811490774154663
zh_104_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9972812682390213,1.0,0.9993312358856201,0.990195095539093
es_96_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9935922026634216,1.0,0.9996092915534973,0.9749939441680908
es_28_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9923261851072311,1.0,0.9882900714874268,0.9880406260490417
ru_81_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.996879369020462,1.0,0.9964126944541931,0.9932571649551392
es_22_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9990500777959823,1.0,0.9990301132202148,0.9977521300315857
fr_21_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9970627725124359,0.99755859375,0.9970746040344238,0.9963496923446655
en_33_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9969967752695084,1.0,0.9956947565078735,0.9948754906654358
zh_43_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9948081552982331,1.0,0.9913997650146484,0.9929929971694946
ja_32_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9955885291099549,1.0,0.9998821020126343,0.9825427532196045
es_118_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9986321181058884,1.0,0.9995961785316467,0.9951745867729187
ja_28_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9972788155078888,1.0,0.9989011287689209,0.9908734560012817
es_39_label_real.npz,Real,Real,0.23829987723147497,0.0,0.0003423188754823059,0.9526517987251282
en_34_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9876860558986664,1.0,0.9731711745262146,0.9936703443527222
zh_32_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9954333752393723,1.0,0.9937558174133301,0.9917241930961609
en_6_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9984298437833786,1.0,0.9990612864494324,0.9952213168144226
ar_54_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.984600830078125,1.0,0.9981815814971924,0.9413127899169922
ja_35_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9981109827756882,1.0,0.9991868138313293,0.9937450289726257
es_36_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9955938369035721,1.0,0.994584858417511,0.9910395741462708
ja_30_to_en_Vall_label_fake.npz,Fake,Deepfake,0.8693019568920136,0.630859375,0.9999055862426758,0.994155764579773
en_36_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9985255718231201,1.0,0.998487114906311,0.9965229034423828
zh_73_label_real.npz,Real,Deepfake,0.39429696500301364,0.0,0.9810754060745239,0.007467210292816162
en_4_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9981666803359985,1.0,0.9971550703048706,0.9972186088562012
ru_107_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9971118271350861,1.0,0.9994614720344543,0.9893089532852173
en_78_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9984886884689331,1.0,0.9997586607933044,0.9943408966064453
zh_97_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.995423999428749,1.0,0.9927984476089478,0.9932184815406799
es_88_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.996943536400795,1.0,0.999790608882904,0.9881091713905334
en_99_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9904001593589783,1.0,0.9928439259529114,0.9730503559112549
en_31_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9953826427459717,1.0,0.9922021627426147,0.9940071105957031
ar_30_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.997601130604744,1.0,0.9997491240501404,0.9908059239387512
en_87_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9966270834207535,1.0,0.9990707039833069,0.9879952073097229
en_123_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9945957124233246,1.0,0.9915831685066223,0.9918497800827026
fr_81_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9898768931627273,0.99853515625,0.9823127388954163,0.9898579716682434
zh_78_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.996685779094696,1.0,0.9998643398284912,0.9869601726531982
zh_84_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9891452550888061,0.99951171875,0.98117995262146,0.9873766899108887
zh_110_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9978179454803466,1.0,0.9988614320755005,0.9930934906005859
zh_31_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9969478279352189,0.99951171875,0.9992918968200684,0.9896078705787659
zh_111_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.997102427482605,1.0,0.9995933175086975,0.9890604019165039
en_41_label_real.npz,Real,Real,0.000956078979652375,0.00018525123596191406,0.0007222097483463585,0.0024094285909086466
ru_32_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9948064267635346,1.0,0.9997900128364563,0.9795616865158081
es_23_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9981879681348801,1.0,0.9997300505638123,0.9931837916374207
es_83_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9664560407400131,1.0,0.9994805455207825,0.8666552901268005
es_89_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9980588138103486,1.0,0.999616265296936,0.9928492307662964
es_40_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9953516513109207,1.0,0.9995786547660828,0.9820807576179504
en_89_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.97669318318367,0.99169921875,0.9531397819519043,0.9933701753616333
es_120_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9987767845392227,1.0,0.9987610578536987,0.9970894455909729
zh_28_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9973817825317383,1.0,0.9988811612129211,0.9913172721862793
es_64_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9964779585599899,1.0,0.999620795249939,0.9865185618400574
zh_2_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9967898219823838,1.0,0.9996927976608276,0.9876508116722107
fr_30_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9853659242391586,0.97705078125,0.999438464641571,0.9744910597801208
fr_73_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9947553098201751,1.0,0.9983932375907898,0.981592059135437
ru_47_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.993290901184082,1.0,0.9973243474960327,0.9774446487426758
ru_85_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.751229960587807,1.0,0.9984103441238403,0.0074632917530834675
ru_67_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.7563701112754643,1.0,0.9991100430488586,0.026904376223683357
en_29_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.7211588621139526,1.0,0.3058566749095917,0.9952647686004639
fr_9_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9969672501087189,1.0,0.999457061290741,0.9887377023696899
fr_58_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9973830312490464,0.99609375,0.9984548091888428,0.9974731802940369
zh_123_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9985612213611603,1.0,0.9997852444648743,0.9945884943008423
fr_60_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9689398795366287,1.0,0.9289045333862305,0.9895122647285461
ar_36_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9967787086963653,1.0,0.9996815919876099,0.9876242876052856
ar_40_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9983054488897323,0.9990234375,0.9988628625869751,0.9964084029197693
en_104_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9956004709005356,1.0,0.9939004182815552,0.992161214351654
zh_74_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9854460418224334,1.0,0.9747281670570374,0.9822190999984741
zh_60_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9970526605844497,1.0,0.9985193610191345,0.9905796647071838
es_25_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9990500718355179,1.0,0.999738872051239,0.9966180920600891
fr_67_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9967115610837937,1.0,0.9985880255699158,0.9891054034233093
zh_126_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9988615036010742,1.0,0.9999629259109497,0.9955053329467773
es_83_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9861318379640579,0.96533203125,0.9975739121437073,0.9969442486763
es_66_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9984766900539398,1.0,0.9998121857643127,0.9942072629928589
fr_47_label_real.npz,Real,Real,0.005006024800240994,0.0,0.0013066378887742758,0.017933478578925133
en_92_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9975366204977035,1.0,0.9968370199203491,0.9952072501182556
fr_21_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9928840160369873,1.0,0.9865322709083557,0.9930844306945801
en_97_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9571881353855134,0.998046875,0.8993903994560242,0.9924622774124146
es_108_label_real.npz,Real,Real,0.0006025159731507301,0.0,0.00037729821633547544,0.0018063867464661598
fr_60_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.997677993774414,1.0,0.9986370205879211,0.9928927421569824
ja_31_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9926466882228852,1.0,0.9999133348464966,0.970725417137146
fr_102_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9966547548770904,1.0,0.999772846698761,0.9869824647903442
zh_40_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.995526596903801,1.0,0.998665452003479,0.9842416644096375
en_22_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.990662208199501,0.9990234375,0.981515109539032,0.993591845035553
ru_27_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9970106244087219,1.0,0.9999138116836548,0.98818039894104
es_12_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9960249185562133,1.0,0.9990399479866028,0.9856357574462891
es_6_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.8271270677447319,1.0,0.9897810220718384,0.3248586356639862
ja_29_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9980463147163391,1.0,0.9998458623886108,0.9924318790435791
es_63_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9976843297481537,1.0,0.9999260902404785,0.9908555746078491
fr_87_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9956245690584182,1.0,0.9994667172431946,0.9833515286445618
en_25_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9618599951267243,1.0,0.9077037572860718,0.9951139688491821
fr_115_label_real.npz,Real,Real,0.09720350224524736,0.0,0.007366057951003313,0.37702831625938416
ru_112_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9985590517520905,1.0,0.9996060729026794,0.9948664903640747
es_78_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9989448606967926,1.0,0.9994950294494629,0.9965873956680298
ru_52_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9973849654197693,1.0,0.9999213218688965,0.9896657466888428
zh_94_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.996394681930542,1.0,0.9996699094772339,0.9861068725585938
zh_33_to_en_Vall_label_fake.npz,Fake,Deepfake,0.6162697434425355,0.0504150390625,0.9972630739212036,0.7988770008087158
zh_98_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9940185606479645,1.0,0.9938311576843262,0.985944390296936
zh_105_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9960029572248459,1.0,0.9998724460601807,0.9842159152030945
en_88_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9963526844978332,1.0,0.9967281818389893,0.9906456470489502
es_99_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9796671986579895,1.0,0.9513753056526184,0.9964683055877686
fr_112_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.754629647731781,1.0,0.9983021020889282,0.021235227584838867
zh_110_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9982257902622222,1.0,0.9989994168281555,0.9945040941238403
zh_19_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9979748010635376,1.0,0.9996117949485779,0.9925203323364258
fr_88_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9973881155252456,1.0,0.9974634647369385,0.9936109185218811
en_93_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9962908536195755,1.0,0.9954589605331421,0.9924290776252747
es_82_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9976186484098435,1.0,0.9994159936904907,0.9914090037345886
fr_101_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9967863082885742,1.0,0.9997653365135193,0.987520694732666
ru_72_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9967355400323867,1.0,0.9998818635940552,0.9871311783790588
es_60_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.99744633436203,1.0,0.9993723034858704,0.9907896518707275
en_72_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9943027108907699,1.0,0.9952309727668762,0.9848412871360779
es_4_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9960961431264878,1.0,0.998304009437561,0.9870981574058533
en_78_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9983964711427689,1.0,0.9998593330383301,0.9938109517097473
es_51_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9949442744255066,1.0,0.9954870343208313,0.9869978427886963
en_118_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9973382860422134,1.0,0.999683141708374,0.9898601174354553
fr_52_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.6333786636590957,0.99755859375,0.19960221648216248,0.8175690770149231
ja_50_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9678361296653748,0.99072265625,0.999830961227417,0.8846032619476318
zh_32_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9953851372003555,1.0,0.9973579049110413,0.9857679009437561
ja_8_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9974489122629165,1.0,0.9993365406990051,0.9908571839332581
ar_40_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9986739754676819,1.0,0.999535083770752,0.9954397678375244
fr_88_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9956043779850006,1.0,0.9993689656257629,0.9834271669387817
es_77_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9978754997253418,1.0,0.9984277486801147,0.9940176010131836
ja_21_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9967010915279388,1.0,0.99898761510849,0.9884241819381714
zh_127_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9982139676809311,1.0,0.9997966885566711,0.9931811690330505
en_44_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9988613843917846,1.0,0.999184787273407,0.9967498779296875
en_68_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9978300184011459,1.0,0.9995392560958862,0.9920572638511658
zh_40_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9960427403450012,1.0,0.9966354966163635,0.9895541667938232
fr_110_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9537940949201584,1.0,0.8916320204734802,0.9885651469230652
ja_46_label_real.npz,Real,Real,0.021003926079720257,3.5762786865234375e-07,0.04136519506573677,0.01783089153468609
es_58_label_real.npz,Real,Real,0.000707481789868325,2.384185791015625e-07,0.00035721182939596474,0.002258054446429014
en_21_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9971442669630051,0.99853515625,0.999646782875061,0.9911929965019226
fr_34_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9986094981431961,1.0,0.9986296892166138,0.9966304898262024
ja_58_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9989769935607911,1.0,0.9996281862258911,0.9965028762817383
zh_58_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9946286052465438,1.0,0.9928541779518127,0.9899477362632751
fr_80_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9811726033687591,0.953125,0.9987781643867493,0.9922703504562378
zh_10_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9984849393367767,1.0,0.9985331296920776,0.9962867498397827
ru_44_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9946716845035553,0.99951171875,0.9933660626411438,0.9899846315383911
en_32_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9993979185819626,1.0,0.999707043170929,0.998060405254364
ru_120_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9973801165819168,1.0,0.9951545000076294,0.9972732663154602
en_44_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9988315790891648,1.0,0.9994823932647705,0.9961544871330261
ja_36_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9974736630916595,1.0,0.9997281432151794,0.9903296232223511
ru_14_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9977053046226502,1.0,0.9986911416053772,0.9929153919219971
ru_112_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9987198442220688,1.0,0.9996770620346069,0.995396077632904
ru_105_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9930765926837921,1.0,0.9998509883880615,0.97254478931427
en_7_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9978705078363419,1.0,0.9998096823692322,0.991786539554596
en_35_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9981901824474335,1.0,0.9984986782073975,0.995162844657898
ar_42_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9988429725170136,1.0,0.9989123344421387,0.9971121549606323
zh_100_to_en_Bark_label_fake.npz,Fake,Deepfake,0.998254382610321,0.99951171875,0.9995007514953613,0.994499921798706
en_70_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.701943176984787,0.154296875,0.9982433319091797,0.9945677518844604
ru_115_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9984617680311203,1.0,0.9994146823883057,0.9947835803031921
fr_49_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9891774207353592,1.0,0.9818259477615356,0.9857881665229797
fr_94_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9939733415842056,1.0,0.9983768463134766,0.97849041223526
ja_7_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9975341022014618,1.0,0.9995821118354797,0.9908050298690796
fr_64_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.998940646648407,1.0,0.999760091304779,0.9961464405059814
zh_58_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9945569813251496,1.0,0.9934704303741455,0.9886752367019653
es_6_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9570173144340515,0.98876953125,0.9878029227256775,0.8633072376251221
en_48_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9973976969718933,1.0,0.9968984127044678,0.9945533275604248
